identificador,columna_1,columna_2,columna_3,columna_4,columna_5,columna_6,columna_7,columna_8,columna_9,columna_10,columna_11,columna_12,columna_13,columna_14,columna_15,columna_16,columna_17,columna_18,columna_19,columna_20,columna_21,columna_22,columna_23,columna_24,columna_25,columna_26,columna_27,columna_28,columna_29,columna_30,columna_31,columna_32,columna_33,columna_34,columna_35,columna_36,columna_37,columna_38,columna_39,columna_40,columna_41,columna_42,columna_43,columna_44,columna_45,columna_46,columna_47,columna_48,columna_49
716,nombreA44,apellidoA44,45171,173.81,Activo,43451,69,50,7,1,79,44,74,66,84,79,96,58,82,23,53,95,88,40,2,55,57,11,81,31,72,84,29,9,14,85,25,17,36,9,68,94,68,33,60,37,79,43,81
717,nombreA45,apellidoA45,45201,175.06,Activo,43452,54,33,46,40,25,81,66,29,92,89,47,17,77,7,41,86,99,9,99,34,0,2,56,62,80,5,43,36,40,31,88,48,34,5,49,11,8,56,31,39,26,32,15
718,nombreA46,apellidoA46,45232,176.31,Activo,43453,17,18,87,84,61,78,18,68,64,52,41,30,58,14,46,42,11,58,34,78,95,21,62,55,39,68,99,41,82,75,47,59,16,0,24,88,16,45,36,50,14,27,2
719,nombreA47,apellidoA47,45262,177.56,Activo,43454,79,22,10,53,14,52,39,17,11,48,34,84,21,13,79,56,37,71,21,38,15,76,73,21,90,11,24,39,38,75,65,81,78,45,16,61,86,38,17,0,72,52,55
720,nombreA48,apellidoA48,45293,178.81,Activo,43455,16,6,43,9,39,1,34,27,20,41,5,11,55,13,26,4,24,89,77,89,11,52,93,57,38,73,42,76,63,56,15,28,41,22,81,67,86,39,62,82,43,47,62
721,nombreA49,apellidoA49,45324,180.06,Activo,43456,90,3,92,63,71,50,81,67,9,45,45,52,0,42,34,5,7,99,64,72,29,62,45,34,64,77,78,74,90,14,6,86,84,60,40,65,80,22,63,61,64,90,30
722,nombreA50,apellidoA50,45353,181.31,Activo,43457,18,90,90,83,38,1,67,62,93,80,47,3,47,0,26,64,34,39,75,85,58,54,0,2,72,26,94,50,2,76,31,82,36,43,28,44,31,49,20,76,92,85,10
723,nombreA51,apellidoA51,45384,182.56,Activo,43458,13,77,69,90,41,71,47,45,8,64,23,38,74,30,47,98,99,35,83,43,20,24,2,59,43,24,69,54,69,98,47,47,14,55,10,30,0,75,3,23,94,50,71
724,nombreA52,apellidoA52,45414,183.81,Activo,43459,89,63,57,31,18,5,47,63,28,28,39,75,47,28,81,85,73,88,37,7,76,74,39,72,92,45,24,8,16,27,23,86,37,50,75,94,54,2,89,32,55,47,47
725,nombreA53,apellidoA53,45445,185.06,Activo,43460,69,37,17,18,2,44,88,66,82,40,76,20,44,21,15,20,98,90,73,28,1,36,71,22,61,88,83,18,15,25,77,87,68,32,18,25,49,69,21,36,27,21,54
726,nombreA54,apellidoA54,45475,186.31,Activo,43461,65,25,23,68,36,52,21,7,38,11,73,30,40,92,19,49,85,41,3,63,67,55,48,82,47,85,86,86,68,53,25,47,67,23,54,2,14,67,36,84,87,16,4
727,nombreA55,apellidoA55,45506,187.56,Activo,43462,60,31,4,76,1,2,39,53,7,43,66,26,6,11,39,63,20,59,63,82,41,75,57,50,47,31,51,91,2,47,75,29,91,82,99,75,2,77,59,76,25,7,5
728,nombreA56,apellidoA56,45537,188.81,Activo,43463,85,91,48,64,66,94,65,55,11,65,99,8,26,9,66,27,33,19,14,77,59,93,20,32,4,9,98,45,34,0,44,54,99,55,24,82,47,82,43,53,92,47,88
729,nombreA57,apellidoA57,45567,190.06,Activo,43464,64,11,29,77,22,65,2,30,77,68,60,58,36,76,44,93,39,77,51,69,20,56,34,15,75,68,73,58,6,99,38,13,69,25,35,19,27,18,69,65,62,21,35
730,nombreA58,apellidoA58,45598,191.31,Activo,43465,62,18,51,78,56,51,81,38,10,53,28,52,96,50,24,97,27,20,56,99,13,54,45,28,61,96,62,20,54,1,16,47,20,67,7,66,99,62,88,74,50,50,15
731,nombreA59,apellidoA59,45628,192.56,Activo,43466,44,78,47,13,3,54,20,98,85,43,29,51,56,90,5,81,72,44,40,38,97,20,26,29,82,64,39,9,64,62,1,48,31,37,92,83,50,86,63,17,10,55,42
732,nombreA60,apellidoA60,45659,193.81,Activo,43467,96,16,95,56,48,85,95,22,81,36,57,68,66,9,79,82,9,5,55,2,1,77,69,39,26,13,48,3,51,88,63,2,41,0,60,48,42,32,67,63,70,58,46
733,nombreA61,apellidoA61,45690,195.06,Activo,43468,35,85,27,5,2,8,33,12,0,30,5,60,90,20,72,81,86,88,55,43,0,12,91,80,64,95,6,93,51,9,17,97,7,14,20,33,29,96,64,11,48,1,77
734,nombreA62,apellidoA62,45718,196.31,Activo,43469,16,13,3,32,62,38,33,96,97,46,16,4,82,20,45,62,61,54,71,7,50,98,37,26,4,21,4,18,81,2,76,51,41,94,86,26,88,51,65,36,84,85,99
735,nombreA63,apellidoA63,45749,197.56,Activo,43470,70,94,7,24,19,45,7,65,62,91,53,40,46,66,84,52,38,89,51,74,55,46,66,60,59,29,54,91,77,85,24,58,18,32,68,65,59,76,93,48,55,28,66
736,nombreA64,apellidoA64,45779,198.81,Activo,43471,88,7,87,68,14,66,85,19,43,65,58,53,11,62,28,84,37,62,16,7,38,8,24,93,96,46,48,82,85,52,6,29,44,79,0,39,17,62,79,34,76,72,58
737,nombreA65,apellidoA65,45810,200.06,Activo,43472,48,49,74,77,45,8,14,38,92,51,65,48,0,81,94,96,26,75,25,63,10,28,12,24,46,63,35,0,97,28,10,99,98,48,40,57,82,38,21,67,32,78,87
738,nombreA66,apellidoA66,45840,201.31,Activo,43473,47,97,9,87,52,79,80,20,35,51,9,54,96,47,49,32,69,43,38,3,25,22,61,82,18,39,83,29,12,84,38,16,30,85,96,8,82,19,80,25,32,87,58
739,nombreA67,apellidoA67,45871,202.56,Activo,43474,26,14,47,87,98,41,81,34,5,64,71,88,37,74,7,60,20,66,80,61,37,45,67,41,37,40,43,14,33,90,68,83,92,18,11,74,12,31,54,87,18,72,63
740,nombreA68,apellidoA68,45902,203.81,Activo,43475,5,5,8,47,76,70,25,41,9,9,37,73,33,1,97,1,25,83,7,39,21,74,38,11,65,37,55,41,44,3,45,29,63,53,37,1,79,91,7,49,87,74,35
741,nombreA69,apellidoA69,45932,205.06,Activo,43476,77,26,80,53,29,12,79,99,40,57,8,80,39,33,52,21,62,70,57,21,20,0,96,39,11,27,98,85,66,39,6,24,27,66,45,62,3,94,8,16,71,62,13
742,nombreA70,apellidoA70,45963,206.31,Activo,43477,90,35,34,56,93,21,92,29,39,57,31,67,46,37,51,29,42,83,3,62,14,10,40,74,97,19,17,69,3,63,7,74,16,57,79,53,25,60,82,75,23,62,19
743,nombreA71,apellidoA71,45993,207.56,Activo,43478,7,78,5,64,28,70,4,46,66,77,78,76,70,32,44,45,28,88,73,74,18,25,3,1,19,3,94,18,14,30,67,87,5,90,41,32,36,55,66,23,49,97,99
744,nombreA72,apellidoA72,46024,208.81,Activo,43479,43,27,57,31,45,20,70,24,71,68,63,6,42,96,2,91,70,18,5,92,69,47,50,44,61,26,21,73,10,55,25,68,70,3,87,76,52,1,26,29,48,12,64
745,nombreA73,apellidoA73,46055,210.06,Activo,43480,39,90,30,57,20,48,11,85,62,42,99,12,76,3,55,58,84,6,95,72,12,44,87,52,52,76,21,18,93,66,4,3,48,70,71,17,24,33,38,9,39,77,69
746,nombreA74,apellidoA74,46083,211.31,Activo,43481,4,84,35,76,56,32,72,34,81,97,94,55,7,45,61,67,18,46,57,94,24,93,91,85,1,40,64,0,7,90,66,35,62,73,85,85,1,40,79,3,90,79,11
747,nombreA75,apellidoA75,46114,212.56,Activo,43482,9,50,87,91,27,93,34,60,45,77,80,22,69,21,66,78,30,86,65,48,46,80,95,33,37,82,52,74,76,14,58,75,14,87,39,99,10,45,3,35,3,23,20
748,nombreA76,apellidoA76,46144,213.81,Activo,43483,31,70,61,33,13,6,9,3,60,67,42,50,79,38,76,15,67,80,4,76,6,80,19,90,5,34,14,72,96,53,63,44,63,50,86,64,43,95,72,65,56,39,46
749,nombreA77,apellidoA77,46175,215.06,Activo,43484,2,31,12,31,68,67,68,45,40,60,17,70,59,38,66,39,10,88,63,13,6,51,77,68,62,71,93,62,80,49,92,27,35,11,34,95,24,85,11,10,25,77,2
750,nombreA78,apellidoA78,46205,216.31,Activo,43485,38,51,72,43,49,66,74,8,63,54,82,61,20,86,8,90,59,79,88,16,59,11,19,51,71,65,42,79,35,43,96,42,32,68,3,71,60,73,46,0,63,62,27
751,nombreA79,apellidoA79,46236,217.56,Activo,43486,95,84,9,62,93,75,21,35,63,77,20,35,55,77,56,95,27,27,74,27,24,34,40,49,95,28,95,25,84,29,99,37,77,78,66,61,10,42,26,26,7,70,36
752,nombreA80,apellidoA80,46267,218.81,Activo,43487,81,29,49,79,98,40,45,58,16,37,10,9,29,29,40,85,56,46,62,45,4,55,4,20,71,56,31,14,28,10,67,7,89,77,33,20,95,81,38,67,10,38,88
753,nombreA81,apellidoA81,46297,220.06,Activo,43488,97,98,43,28,43,58,47,42,76,90,65,32,18,14,2,33,66,46,47,54,33,47,79,64,39,94,27,26,53,32,82,39,2,41,5,78,27,52,90,15,4,10,36
754,nombreA82,apellidoA82,46328,221.31,Activo,43489,82,54,47,74,6,45,56,91,72,31,78,12,91,43,14,27,4,52,60,41,40,63,21,14,65,42,77,69,16,63,91,92,51,65,95,59,61,52,97,49,71,81,3
755,nombreA83,apellidoA83,46358,222.56,Activo,43490,97,54,65,87,38,53,9,56,27,80,30,96,47,18,55,41,4,42,62,61,38,94,38,62,25,84,93,81,28,99,73,24,46,2,68,30,64,16,94,21,41,42,2
756,nombreA84,apellidoA84,46389,223.81,Activo,43491,62,39,67,82,99,71,72,89,22,67,12,24,13,78,73,68,35,10,4,29,22,38,26,77,11,17,28,83,47,69,12,99,87,72,36,34,59,73,91,8,66,60,29
757,nombreA85,apellidoA85,46420,225.06,Activo,43492,3,43,74,47,30,8,55,9,39,96,28,17,19,73,40,81,23,90,94,46,68,85,71,51,39,46,14,75,80,68,50,92,42,18,13,93,31,59,43,78,6,33,16
758,nombreA86,apellidoA86,46448,226.31,Activo,43493,45,0,50,80,51,13,32,69,82,13,5,52,80,89,87,69,49,98,92,29,23,58,9,98,57,43,75,52,83,96,10,47,36,51,68,24,46,99,20,33,88,66,92
759,nombreA87,apellidoA87,46479,227.56,Activo,43494,71,24,29,79,20,20,86,49,77,75,62,42,33,95,31,70,96,41,48,64,15,3,55,29,79,94,13,1,60,51,10,83,33,65,40,99,91,47,99,20,61,83,73
760,nombreA88,apellidoA88,46509,228.81,Activo,43495,70,2,58,48,4,53,45,94,83,90,13,10,61,28,86,72,51,9,82,4,44,48,43,86,2,67,62,94,48,13,96,52,39,42,77,78,99,60,86,24,50,34,55
761,nombreA89,apellidoA89,46540,230.06,Activo,43496,64,53,26,15,24,78,38,43,76,31,1,23,79,86,31,94,41,49,77,83,7,24,52,6,29,79,95,21,84,73,53,39,66,64,5,21,51,48,20,49,0,6,59
762,nombreA90,apellidoA90,46570,231.31,Activo,43497,15,66,63,63,56,61,13,87,58,89,79,97,0,7,17,85,60,70,18,70,33,98,18,59,11,13,9,34,43,87,78,44,71,79,87,98,25,44,31,44,71,33,4
763,nombreA91,apellidoA91,46601,232.56,Activo,43498,58,67,20,48,40,53,83,77,18,81,55,15,36,41,71,84,86,8,8,94,95,1,46,57,65,68,49,93,5,54,42,89,82,79,1,76,7,54,49,68,71,95,53
764,nombreA92,apellidoA92,46632,233.81,Activo,43499,14,62,29,40,17,41,52,57,34,63,39,66,82,96,78,71,99,10,91,64,14,59,71,1,15,43,36,80,51,99,63,96,22,91,4,92,19,20,47,72,86,47,45
765,nombreA93,apellidoA93,46662,235.06,Activo,43500,27,35,81,51,1,17,43,51,55,41,28,47,47,5,23,12,83,58,31,20,58,94,62,99,76,11,31,11,98,40,81,51,60,64,7,99,14,9,56,25,73,97,94
766,nombreA94,apellidoA94,46693,236.31,Activo,43501,10,83,93,72,20,88,37,52,71,84,79,12,52,71,99,24,67,3,64,73,34,35,89,63,74,34,61,82,24,79,26,43,3,95,99,19,22,42,82,94,8,88,84
767,nombreA95,apellidoA95,46723,237.56,Activo,43502,26,51,6,93,30,3,46,43,81,82,9,61,71,69,5,41,33,69,25,10,16,98,35,64,84,83,97,81,21,65,94,78,91,83,56,80,24,72,39,5,20,79,9
768,nombreA96,apellidoA96,46754,238.81,Activo,43503,89,95,49,34,17,27,19,97,87,35,83,11,77,94,5,79,76,79,61,32,73,88,28,15,89,8,94,61,35,0,86,68,2,98,85,64,64,31,54,96,91,47,64
769,nombreA1,apellidoA1,43863,120.05,Activo,43504,27,25,26,85,10,97,96,83,25,85,36,21,49,2,64,52,52,8,57,16,3,34,43,3,95,43,51,35,86,68,29,29,58,81,32,53,49,25,22,63,78,47,36
770,nombreA2,apellidoA2,43892,121.33,Activo,43505,15,63,4,75,69,34,10,77,50,19,11,94,49,88,67,89,26,7,9,62,56,20,70,39,55,69,70,97,56,16,28,33,17,96,64,0,23,25,69,15,99,53,47
771,nombreA3,apellidoA3,43923,122.55,Activo,43506,4,85,49,4,93,90,59,31,58,25,40,46,51,48,92,76,25,44,26,30,58,54,89,14,57,94,80,92,64,19,96,87,87,71,13,17,5,55,1,60,10,34,5
772,nombreA4,apellidoA4,43953,123.81,Activo,43507,88,42,40,87,35,85,56,94,24,75,13,99,52,14,64,50,90,60,77,16,12,96,48,19,50,75,80,94,91,42,45,38,6,90,33,94,83,92,58,92,34,50,75
773,nombreA5,apellidoA5,43984,125.06,Activo,43508,95,74,67,76,28,91,33,30,83,10,13,49,47,35,11,87,82,93,20,63,16,20,93,19,43,60,29,90,51,52,14,82,81,17,50,42,62,6,36,96,13,31,27
774,nombreA6,apellidoA6,44014,126.31,Activo,43509,59,60,17,45,9,71,37,67,86,52,44,2,20,20,43,56,86,71,91,87,69,55,67,72,32,74,3,76,84,41,46,31,51,65,27,27,68,62,25,12,41,36,61
775,nombreA7,apellidoA7,44045,127.56,Activo,43510,99,34,96,57,28,80,5,34,49,15,4,2,20,62,84,9,80,70,80,7,2,36,21,71,20,57,54,79,60,83,27,76,34,80,32,41,58,13,17,29,55,17,94
776,nombreA8,apellidoA8,44076,128.81,Activo,43511,95,72,69,76,62,5,76,92,29,44,85,66,34,44,84,54,30,15,34,92,63,44,60,62,66,18,92,14,66,44,65,47,51,29,10,72,29,1,55,16,28,72,31
777,nombreA9,apellidoA9,44106,130.06,Activo,43512,18,17,34,68,83,73,69,67,83,22,99,56,10,35,9,14,52,55,97,85,52,1,5,63,32,13,18,81,8,71,76,99,17,56,87,51,43,5,55,7,80,4,29
778,nombreA10,apellidoA10,44137,131.31,Activo,43513,90,22,5,32,82,50,3,67,1,88,29,21,44,65,60,58,93,90,83,99,70,25,62,23,0,4,39,95,56,38,57,99,13,45,16,78,39,42,45,39,27,78,99
779,nombreA11,apellidoA11,44167,132.56,Activo,43514,20,40,67,23,40,90,53,2,11,16,31,16,92,2,35,65,76,69,91,82,22,90,78,87,13,27,13,24,42,8,95,20,21,35,6,66,11,14,0,30,90,69,76
780,nombreA12,apellidoA12,44198,133.81,Activo,43515,15,13,78,48,26,93,23,99,9,97,13,1,68,49,42,25,4,76,42,57,28,91,92,79,68,82,82,13,39,63,1,58,40,48,5,66,59,99,77,45,60,80,47
781,nombreA13,apellidoA13,44229,135.06,Activo,43516,75,68,94,0,24,95,72,37,54,13,50,9,6,17,97,15,64,73,75,38,82,72,57,35,15,60,49,18,4,8,43,70,69,4,69,3,40,86,89,82,64,28,49
782,nombreA14,apellidoA14,44257,136.31,Activo,43517,40,45,53,51,61,81,75,35,28,12,54,51,61,90,30,77,7,98,17,88,16,1,81,62,24,96,19,19,87,69,74,77,85,11,5,50,82,32,5,3,15,22,2
783,nombreA15,apellidoA15,44288,137.56,Activo,43518,20,82,75,62,0,15,51,88,87,33,90,59,81,17,12,2,71,91,56,69,6,67,50,45,20,59,58,7,34,55,40,30,84,86,89,38,35,1,8,66,32,0,19
784,nombreA16,apellidoA16,44318,138.81,Activo,43519,76,99,66,4,38,78,3,33,60,40,71,77,36,9,91,11,36,54,84,29,87,69,39,28,71,99,31,11,58,71,12,72,64,70,99,13,36,86,37,99,28,61,65
785,nombreA17,apellidoA17,44349,140.06,Activo,43520,67,86,61,51,26,61,7,45,85,97,45,27,9,54,23,19,53,94,82,57,88,76,28,42,11,79,6,41,45,42,8,29,94,35,0,97,15,41,38,21,78,66,70
786,nombreA18,apellidoA18,44379,141.31,Activo,43521,49,22,65,24,40,32,32,83,49,94,72,17,41,78,7,63,34,10,22,55,17,73,48,1,22,37,83,70,56,41,89,41,79,89,41,21,83,10,97,74,70,81,23
787,nombreA19,apellidoA19,44410,142.56,Activo,43522,60,85,1,20,76,38,34,71,30,75,98,21,34,62,45,73,16,24,48,1,19,28,30,17,3,71,38,34,92,86,64,15,36,56,53,32,76,61,36,17,38,33,24
788,nombreA20,apellidoA20,44441,143.81,Activo,43523,64,15,66,19,52,81,72,89,92,58,37,20,12,90,68,21,70,11,23,21,78,0,92,35,62,25,89,21,78,65,17,82,23,45,7,1,39,87,45,95,65,93,2
789,nombreA21,apellidoA21,44471,145.06,Activo,43524,62,10,14,72,20,30,93,83,39,52,98,82,31,1,89,2,65,45,50,32,79,56,2,29,9,2,66,79,2,7,78,82,91,20,0,60,44,6,14,22,97,54,91
790,nombreA22,apellidoA22,44502,146.31,Activo,43525,17,99,79,75,80,75,35,96,75,57,84,33,98,81,81,52,77,81,39,55,90,12,24,76,30,82,46,62,61,30,30,10,94,16,49,71,45,66,96,73,98,58,61
791,nombreA23,apellidoA23,44532,147.56,Activo,43526,55,75,40,84,22,9,7,39,80,56,74,0,44,76,29,13,85,85,42,47,51,11,0,9,8,59,38,84,27,47,49,29,85,12,25,96,17,63,85,54,23,56,58
792,nombreA24,apellidoA24,44563,148.81,Activo,43527,74,80,83,45,87,41,2,90,43,12,63,30,85,28,89,73,74,65,71,75,93,3,65,86,4,52,84,6,72,79,49,91,72,94,93,18,67,19,35,97,98,51,49
793,nombreA25,apellidoA25,44594,150.06,Activo,43528,48,42,68,74,47,57,55,97,14,18,70,83,20,65,75,24,94,37,82,93,67,37,5,98,69,78,46,60,76,84,21,84,97,57,37,6,15,0,6,97,10,13,93
794,nombreA26,apellidoA26,44622,151.31,Activo,43529,90,81,93,65,60,96,36,32,83,90,77,72,61,55,10,66,34,23,73,68,38,38,7,54,19,42,71,29,3,97,48,34,43,22,75,31,5,71,18,59,29,54,56
795,nombreA27,apellidoA27,44653,152.56,Activo,43530,39,96,99,37,97,75,34,41,24,85,27,47,19,70,12,15,4,42,19,94,7,62,70,57,13,92,25,3,21,79,66,46,76,35,49,68,29,62,47,95,10,41,40
796,nombreA28,apellidoA28,44683,153.81,Activo,43531,32,42,54,32,48,28,38,32,63,11,12,22,75,10,17,38,47,90,5,38,87,2,1,40,87,49,97,30,79,48,46,58,8,23,36,23,52,44,85,68,7,30,75
797,nombreA29,apellidoA29,44714,155.06,Activo,43532,81,64,35,96,19,68,37,33,22,29,69,22,18,13,41,46,75,19,22,96,96,20,25,27,24,12,36,89,52,3,12,66,68,47,81,3,88,13,60,25,94,61,71
798,nombreA30,apellidoA30,44744,156.31,Activo,43533,33,0,14,7,57,59,64,25,0,22,66,70,25,17,44,94,32,32,45,89,28,68,0,39,54,54,25,67,59,99,36,63,98,67,9,61,14,10,92,8,15,49,14
799,nombreA31,apellidoA31,44775,157.56,Activo,43534,87,92,52,65,46,44,53,56,38,53,75,14,6,3,80,42,57,42,80,86,12,78,90,11,75,22,75,72,1,57,68,51,73,13,51,46,81,64,93,2,96,58,22
800,nombreA32,apellidoA32,44806,158.81,Activo,43535,17,1,94,19,72,52,82,17,82,52,9,14,68,4,6,40,0,41,76,38,14,30,1,48,32,38,96,13,8,15,4,20,1,52,23,99,17,37,35,51,2,84,76
801,nombreA33,apellidoA33,44836,160.06,Activo,43536,84,62,26,96,30,47,72,62,45,18,82,13,82,43,15,40,75,68,31,15,30,18,34,25,75,16,59,20,0,83,10,16,82,71,36,30,35,0,36,45,67,97,78
802,nombreA34,apellidoA34,44867,161.31,Activo,43537,53,5,44,91,2,70,71,28,67,32,39,27,28,52,3,77,74,91,47,92,58,47,53,22,93,35,16,19,17,36,88,38,68,68,12,29,55,33,22,61,74,77,6
803,nombreA35,apellidoA35,44897,162.56,Activo,43538,79,14,35,57,34,3,85,91,9,53,8,62,37,62,5,79,19,88,1,34,76,27,55,97,7,48,98,78,4,50,2,88,18,30,77,87,39,48,34,59,47,60,11
804,nombreA36,apellidoA36,44928,163.81,Activo,43539,99,16,86,92,89,83,36,11,85,86,74,68,10,91,45,41,25,37,75,63,72,73,26,27,81,19,94,38,39,51,41,8,43,44,8,24,74,26,88,2,46,53,11
805,nombreA37,apellidoA37,44959,165.06,Activo,43540,95,32,6,12,94,9,69,48,70,5,33,80,50,53,47,64,8,58,81,88,12,60,56,41,22,91,51,93,95,49,74,17,45,59,71,49,71,73,15,39,19,77,92
806,nombreA38,apellidoA38,44987,166.31,Activo,43541,9,26,43,44,55,6,55,28,60,9,3,58,1,95,24,93,80,15,69,16,24,35,83,88,16,8,52,26,97,3,38,17,65,53,48,35,28,18,6,55,57,85,58
807,nombreA39,apellidoA39,45018,167.56,Activo,43542,88,38,24,68,21,66,74,74,92,59,12,30,19,95,27,76,6,32,8,25,48,54,20,71,72,77,5,55,54,14,4,20,89,84,84,81,22,65,50,92,24,83,37
808,nombreA40,apellidoA40,45048,168.81,Activo,43543,37,11,46,44,44,62,59,55,77,61,8,72,67,57,99,11,58,80,81,36,31,38,58,64,94,85,42,68,19,34,76,87,71,33,49,48,60,53,63,77,21,94,47
809,nombreA41,apellidoA41,45079,170.06,Activo,43544,72,10,69,55,63,33,37,0,6,7,6,6,82,85,92,70,31,60,29,57,1,98,0,66,3,7,52,56,90,48,77,70,40,45,70,75,67,19,70,20,68,99,75
810,nombreA42,apellidoA42,45109,171.31,Activo,43545,82,81,21,26,9,8,7,79,25,20,24,41,3,77,1,49,70,76,38,74,46,85,3,92,91,46,99,11,17,20,66,64,38,31,43,52,78,94,49,93,10,18,89
811,nombreA43,apellidoA43,45140,172.56,Activo,43546,64,36,89,82,24,55,90,19,75,63,59,39,70,60,18,55,97,30,45,78,19,12,34,50,73,36,40,25,26,66,99,29,80,67,6,99,55,46,12,40,62,51,85
812,nombreA44,apellidoA44,45171,173.81,Activo,43547,32,98,99,14,2,66,44,88,35,4,41,40,17,56,41,62,56,49,74,2,35,86,1,66,68,49,59,33,72,43,67,4,86,25,69,95,62,95,49,37,96,88,81
813,nombreA45,apellidoA45,45201,175.06,Activo,43548,30,92,1,96,98,9,23,77,29,14,66,17,48,41,54,88,78,26,86,14,26,41,95,27,44,30,89,71,82,89,92,69,13,76,93,43,29,85,50,6,3,8,71
814,nombreA46,apellidoA46,45232,176.31,Activo,43549,35,67,65,53,90,40,83,39,44,9,82,33,95,45,56,5,37,42,13,20,93,83,40,49,38,9,43,23,54,31,64,76,50,92,68,4,97,78,14,14,88,77,26
815,nombreA47,apellidoA47,45262,177.56,Activo,43550,57,85,85,81,80,36,96,53,64,68,18,15,66,27,26,97,55,31,65,81,37,69,79,72,33,64,0,3,98,79,33,77,34,7,20,74,57,61,70,7,23,84,85
816,nombreA48,apellidoA48,45293,178.81,Activo,43551,9,80,79,70,83,12,66,57,75,19,81,31,55,79,11,49,37,70,85,45,57,19,41,79,19,57,7,68,90,54,2,99,55,11,23,46,78,70,83,67,19,78,4
817,nombreA49,apellidoA49,45324,180.06,Activo,43552,82,20,61,88,4,98,58,61,19,84,91,85,14,30,83,11,39,93,50,18,58,1,78,39,41,2,43,58,39,84,72,60,46,42,72,60,56,63,75,55,17,87,77
818,nombreA50,apellidoA50,45353,181.31,Activo,43553,21,22,27,11,1,51,37,39,25,19,95,97,22,64,88,70,24,64,84,62,0,23,8,78,86,64,91,74,76,60,43,79,62,6,70,97,19,61,14,12,58,93,0
819,nombreA51,apellidoA51,45384,182.56,Activo,43554,21,76,19,30,34,72,52,47,7,7,90,67,62,24,11,76,70,59,42,70,54,33,81,32,14,86,65,11,53,1,53,92,24,55,49,85,78,76,72,42,80,72,75
820,nombreA52,apellidoA52,45414,183.81,Activo,43555,43,67,55,42,39,66,47,72,92,80,28,78,28,45,57,97,16,12,83,59,91,34,15,37,32,51,41,23,34,39,11,9,47,12,27,37,14,99,9,86,19,5,3
821,nombreA53,apellidoA53,45445,185.06,Activo,43556,63,78,50,21,58,74,61,2,6,15,82,35,39,23,93,72,90,93,89,54,56,52,31,24,30,32,61,54,83,47,33,57,14,78,28,90,71,79,83,33,96,2,56
822,nombreA54,apellidoA54,45475,186.31,Activo,43557,43,96,32,55,83,93,53,92,79,12,8,74,96,7,28,51,54,9,25,43,72,45,6,47,13,45,26,43,22,56,85,5,16,55,35,72,45,2,13,6,18,60,84
823,nombreA55,apellidoA55,45506,187.56,Activo,43558,88,27,10,85,16,70,49,7,4,49,39,86,37,34,97,64,44,14,59,0,87,8,24,47,35,14,21,83,91,24,59,95,72,9,44,15,31,86,51,90,86,69,13
824,nombreA56,apellidoA56,45537,188.81,Activo,43559,45,83,18,16,19,80,80,17,25,63,92,89,0,82,73,67,59,74,30,63,26,9,93,63,46,62,15,52,22,72,38,42,15,38,6,97,15,86,12,33,58,86,21
825,nombreA57,apellidoA57,45567,190.06,Activo,43560,8,83,81,36,50,17,97,77,87,70,69,25,99,99,58,29,23,15,92,16,55,67,34,48,27,98,31,14,65,1,4,73,48,97,89,6,38,10,1,34,4,79,95
826,nombreA58,apellidoA58,45598,191.31,Activo,43561,92,17,68,34,55,38,61,33,83,81,59,13,2,65,79,27,48,3,36,50,18,60,41,55,92,71,28,92,62,35,53,88,47,68,13,79,14,97,44,43,94,47,68
827,nombreA59,apellidoA59,45628,192.56,Activo,43562,40,48,34,38,50,23,54,15,93,81,11,83,68,34,7,36,5,36,92,6,73,51,66,92,71,72,42,23,11,11,25,11,91,64,57,93,24,22,96,40,66,75,34
828,nombreA60,apellidoA60,45659,193.81,Activo,43563,13,13,20,54,96,7,5,59,61,73,77,0,93,95,6,61,68,78,6,17,26,21,61,64,38,82,32,31,78,51,19,51,62,18,83,48,67,36,95,48,8,40,15
829,nombreA61,apellidoA61,45690,195.06,Activo,43564,97,55,88,72,57,34,60,60,98,60,50,32,21,5,47,70,9,95,8,82,7,51,53,47,72,63,2,34,44,11,1,61,8,86,23,61,25,45,75,94,39,93,95
830,nombreA62,apellidoA62,45718,196.31,Activo,43565,6,40,77,23,26,44,15,80,10,18,88,83,26,28,45,72,7,69,29,95,83,77,20,28,16,23,41,72,79,87,82,49,27,31,69,53,66,13,70,83,35,42,65
831,nombreA63,apellidoA63,45749,197.56,Activo,43566,12,56,96,0,26,22,65,56,19,33,53,92,56,82,27,9,94,40,13,67,44,84,54,71,20,27,56,80,13,37,26,12,39,4,71,18,83,20,55,44,10,16,63
832,nombreA64,apellidoA64,45779,198.81,Activo,43567,83,80,58,99,68,62,55,39,23,69,59,58,9,7,27,1,75,94,89,85,48,62,90,46,46,55,40,66,42,36,73,16,20,24,76,61,39,34,2,42,14,25,0
833,nombreA65,apellidoA65,45810,200.06,Activo,43568,89,78,95,49,58,44,78,24,96,34,90,27,61,91,68,9,27,71,84,84,80,31,33,93,83,51,80,94,75,27,27,60,98,25,57,96,81,62,23,49,50,96,42
834,nombreA66,apellidoA66,45840,201.31,Activo,43569,84,43,56,66,27,38,29,39,47,65,77,21,54,34,73,49,23,64,59,5,91,54,57,70,68,68,81,50,38,15,97,11,87,35,16,53,1,37,73,16,73,7,68
